player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,porpag,adjoe,pfr,pid,ast.tov,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,extra,ET,VaCatEf
Courtney Jackson,Arkansas Little Rock,SB,31,29,89.4,19.5,50,49.06,6.9,14.9,8.3,21.3,14,34,0.412,49,97,0.505,0,1,0,2.5,0.7,34.7,0.142293,87.8015,4.1,12210,0.5200248,96.8232,98.5891,1.11424,62.9933,-3.64542,-3.91936,0.273939,-3.38874,11.7419,-3.2604,-0.128333,0.6452,1.5161,2.1613,0.4194,0.129,0.2581,3.6129,0.165833,0.16838488,BAJO
Jonathan Whipple,Kennesaw St.,ASun,27,54,99.1,13.5,46.5,47.26,9.2,8.1,4.1,15.3,10,18,0.556,51,108,0.472,6,21,0.286,1.1,2.4,14,0.219889,87.094,4.1,12239,0.55002026,108.699,113.648,0.98152,89.8078,-4.81204,-2.65333,-2.1587,-4.95453,22.5185,-3.07103,-1.88351,1.9259,1.3704,3.2963,0.4074,0.8519,0.2222,4.8148,2.16109,0.30026455,MEDIO
Jon-Michael Nickerson,Kennesaw St.,ASun,28,69,97.7,22.9,42.7,45.83,6.4,17.6,18.2,14.4,45,64,0.703,93,217,0.429,16,57,0.281,2.7,2.8,23.4,1.35384,98.4075,3.6,12248,1.34146007,103.107,108.103,1.73902,147.073,-1.86595,-1.32377,-0.54218,-0.820799,27.7143,-0.24003,-0.580769,1.6429,3.6786,5.3214,1.9643,1.25,0.6786,9.9643,4.59063,0.28320802,MEDIO
Paul Davis,Winston Salem St.,ind,28,62,92.2,15.1,53.5,54.35,7.1,17.7,5.2,25.8,25,44,0.568,74,137,0.54,1,4,0.25,6.6,1.7,31.2,-0.0942828,83.1721,4.3,12271,0.31913502,96.0984,102.756,2.02467,144.657,-1.59629,-4.20126,2.60497,-2.52395,24.9286,-3.30606,0.782108,1.6786,3.5357,5.2143,0.5357,0.7143,1.5,6.2857,0.331964,0.305048662,MEDIO
Mike Pouncy,Central Arkansas,Slnd,9,23.2,95.8,24.8,44,49.66,3.7,6.5,16,16.6,25,33,0.758,31,70,0.443,4,14,0.286,0,1.3,39.3,1.48826,100.905,4,12360,0.81246483,112.541,112.201,1.25821,31.0735,-5.03892,-0.759266,-4.27965,-3.52868,25.7778,-0.921649,-2.60704,0.8889,1.4444,2.3333,1.4444,0.5556,0,11,3.60267,0.29047619,MEDIO
Dewan Clayborn,Central Arkansas,Slnd,25,38.1,66.1,21.6,36.1,38.72,2,7.3,27.6,36.3,20,43,0.465,15,40,0.375,9,39,0.231,0,3,54.4,-0.901841,67.2134,4.2,12361,0.92000002,108.421,110.737,0.821285,62.9867,-8.70932,-5.77531,-2.93401,-9.1327,15.24,-6.65963,-2.47306,0.28,0.96,1.24,1.84,0.76,0,3.08,6.11117,0.240384615,BAJO
Chris Henson,Central Arkansas,Slnd,14,6.7,38.8,14.6,10.7,15.72,4.9,6.9,3.1,24.5,2,4,0.5,0,8,0,1,6,0.167,6.4,4.5,28.6,-0.819918,34.8934,1.8,12362,0.24991251,102.819,103.186,0.383292,13.9353,-5.0791,-7.89084,2.81174,-6.33366,4.7857,-6.60211,0.268452,0.2143,0.2857,0.5,0.0714,0.3571,0.2857,0.3571,5.3464,0.083333333,BAJO
Bryan Emanuel,Cal St. Bakersfield,ind,28,58.3,91.2,13.2,46.3,47.23,2.9,2.3,10.6,22.9,18,35,0.514,20,42,0.476,24,79,0.304,0.6,2.8,28.9,-0.280089,80.8072,4.3,12376,1.03029025,110.659,110.378,1.2863,97.8503,-0.887619,-0.520091,-0.367528,-3.40867,23.6429,-3.50789,0.0992204,0.6429,0.4286,1.0714,1.2143,1.0714,0.1429,4.6429,7.22443,0.310628893,MEDIO
Bobby Davis,USC Upstate,ASun,30,83.7,103,25.1,53.2,56.37,9.2,21.6,20.1,20.9,107,162,0.66,165,304,0.543,2,12,0.167,1.9,2.7,51.3,2.74215,107.865,4,12459,0.86363478,97.2935,98.3092,3.24874,224.045,3.15104,1.20541,1.94562,3.49528,33.7667,2.26893,1.22635,2.7,6.4667,9.1667,2.5333,1.5,0.6,14.7667,0.716782,0.264254386,BAJO
Westley Telafare,South Carolina St.,MEAC,24,42.1,83.8,17.8,38.4,42.37,2.1,12.4,13.3,25.3,22,30,0.733,15,51,0.294,22,74,0.297,2.5,1.4,24,-0.33566,79.1604,3.4,12496,0.88886666,98.4589,107.803,1.21367,83.6612,-4.17224,-3.27771,-0.894527,-3.41312,19.0417,-2.77252,-0.640602,0.3333,2.2083,2.5417,1.3333,0.4583,0.4583,4.9167,9.26949,0.246687864,BAJO
Brandon Hobbs,Winston Salem St.,ind,27,33,84.9,16.9,44,48.14,6.2,8.4,5,25.9,22,33,0.667,20,43,0.465,11,40,0.275,1.5,1.4,39.8,-0.275143,78.4697,5.2,12518,0.28572807,102.29,110.086,0.767974,58.4175,-6.30854,-4.11204,-2.1965,-6.4171,13.7407,-4.36597,-2.05112,0.8148,0.9259,1.7407,0.2963,0.3333,0.1852,3.5185,6.2369,0.29253876,MEDIO
Stan Januska,North Florida,ASun,29,70.9,85.6,21.6,39.8,44.21,3.7,14.5,16.6,19.7,57,84,0.679,58,161,0.36,26,83,0.313,1.7,2,34.4,0.141675,85.7058,3.2,12546,0.98275,105.739,108.28,1.77104,144.58,-2.98558,-2.26611,-0.719463,-2.96495,28.6207,-1.74781,-1.21714,0.931,3.4483,4.3793,1.9655,0.931,0.4138,8.6552,6.09817,0.276709322,BAJO
Ralph Sampson III,Minnesota,B10,32,52.5,111.7,16.1,50,54.65,8.9,15.4,8.2,14.7,46,61,0.754,77,151,0.51,0,3,0,9,0.9,39.6,1.91211,110.531,4.5,12594,1,96.9373,91.8132,2.50832,119.568,5.58662,0.845511,4.74111,3.17416,21.0625,0.575223,2.59894,1.5312,2.6875,4.2188,0.8125,0.3125,1.5312,6.25,0.274569,0.169977925,BAJO
Shane Heirman,Tulsa,CUSA,10,1.6,47.4,14.8,30,25.21,0,9.9,0,18.7,0,2,0,0,2,0,1,3,0.333,0,0,40,-0.312211,43.3695,5.5,12598,0,100.867,99.8971,0.201307,2.90044,-11.4796,-7.77221,-3.70736,-14.4122,2.2,-11.1645,-3.24765,0,0.2,0.2,0,0,0,0.3,8.12219,0.166666667,BAJO
DeMario Williams,Middle Tennessee,SB,27,20.2,70.1,19.4,30.5,36.5,4.1,11.9,8,28.5,15,21,0.714,15,44,0.341,3,20,0.15,0.5,2.7,32.8,-0.550905,67.1889,4.1,12623,0.47822517,100.047,100.538,0.82996,45.7575,-6.35848,-6.15955,-0.198928,-7.34541,9.2963,-6.73687,-0.608545,0.3333,0.8519,1.1852,0.4074,0.4074,0.037,2,4.79347,0.188636364,BAJO
Reed Baker,Florida Gulf Coast,ASun,30,72.8,90.5,27.1,43.8,50.06,1.9,9.5,21.6,23.4,101,119,0.849,65,178,0.365,60,176,0.341,0.1,1.9,33.6,1.24373,96.5839,2.3,12674,0.75757577,104.696,106.677,1.97809,146.825,-4.19187,-1.20951,-2.98236,-2.50979,29.1,-0.115699,-2.3941,0.5,2.5667,3.0667,2.5,1,0.0333,13.7,11.247,0.292177392,MEDIO
Ed Rolax,Florida Gulf Coast,ASun,30,32.8,95.1,13.8,43.8,51.5,7.3,11.5,10.8,24.6,29,39,0.744,28,61,0.459,0,3,0,2,1.9,60.9,0.0283327,84.8886,6.1,12696,0.83337499,102.574,104.515,0.991277,73.0244,-2.92747,-2.8828,-0.0446685,-4.04521,13.1333,-4.0541,0.00888993,0.8667,1.4,2.2667,0.6667,0.4333,0.2333,2.8333,0.425504,0.153005464,BAJO
Joshua Worthy,North Carolina Central,ind,29,55.2,86.3,10,47.6,49.85,4.3,8.1,6.6,26.8,17,28,0.607,37,77,0.481,2,7,0.286,2,2.1,33.3,-0.976275,71.5184,4.3,12710,0.64518242,112.899,116.359,0.75876,101.604,-4.9118,-4.23596,-0.675842,-6.6279,22.069,-5.15068,-1.47721,0.931,1.4828,2.4138,0.6897,0.8276,0.4483,3.3448,0.603032,0.303030303,MEDIO
Rickey Parks,Arkansas Pine Bluff,SWAC,21,18.9,83.7,22.8,44.8,46.22,5.7,11.3,11.7,27.7,9,15,0.6,15,33,0.455,16,54,0.296,1.8,2.1,17.2,-0.100329,81.6635,4.4,12723,0.44442716,99.0189,107.479,0.72405,43.5256,-4.31647,-3.32578,-0.990688,-4.80067,11.2381,-2.71872,-2.08196,0.619,1.1429,1.7619,0.5714,0.4286,0.1905,4.1429,12.6317,0.2996633,MEDIO
Ish Smith,Wake Forest,ACC,29,51.5,96.3,18.2,45.2,48.89,2.5,9.7,25.3,26.6,30,38,0.789,64,136,0.471,7,29,0.241,0.2,2.1,23,0.99631,97.3179,2.1,12724,1.6949128,97.8474,92.2322,2.59821,116.187,0.898213,0.533862,0.364351,1.31394,22,0.429907,0.884033,0.4828,2.1724,2.6552,3.4483,0.8621,0.0345,6.1724,2.38787,0.2775524,BAJO
Eddie Hayden,Coppin St.,MEAC,28,34.2,88.3,13.7,44.1,45.52,4.8,9.7,2,17.8,7,10,0.7,41,89,0.461,0,4,0,0.6,0.9,10.8,-0.218428,80.1111,3.8,12732,0.23538133,107.124,111.551,0.773479,60.7491,-7.45822,-4.3822,-3.07602,-6.74529,15.2143,-4.33443,-2.41086,0.6429,1.25,1.8929,0.1429,0.2143,0.0714,3.1786,0.575406,0.153558052,BAJO
Chad Lutkenhaus,Florida Gulf Coast,ASun,30,31.9,104.4,8.1,54.7,56.37,4.3,7.6,11.6,23.4,15,26,0.577,16,28,0.571,1,4,0.25,0.3,1.6,81.3,0.0184733,84.6839,2.7,12744,1.69236093,106.199,108.209,0.799976,59.7599,-3.28265,-2.14649,-1.13616,-2.67807,12.7667,-2.49302,-0.185053,0.5,0.9,1.4,0.7333,0.3667,0.0333,1.6667,0.583346,0.31547619,MEDIO
Ben Jonson,Colgate,Pat,30,66.3,98.5,24.4,48.2,54.86,9.2,14.6,10.1,21.1,97,129,0.752,96,197,0.487,8,27,0.296,1.1,1.9,57.6,1.58782,101.526,4.8,12761,0.4461624,98.6031,103.947,2.05338,143.524,-1.65366,-0.955122,-0.698537,-1.72035,26.7333,-0.981121,-0.739225,1.9667,3.3333,5.3,0.9667,0.8,0.2667,10.4333,2.13486,0.310584696,MEDIO
Darion 'Jake' Anderson,Northern Illinois,MAC,28,75.4,97.2,29.2,47.4,51.66,4.2,16,19.2,20.2,119,179,0.665,109,249,0.438,43,117,0.368,0.4,2.9,48.9,2.37194,106.161,3.1,12783,0.75824613,100.451,104.25,2.38524,173.226,-0.443319,0.690417,-1.13374,1.09719,31.5,2.11297,-1.01578,1.2143,4.2143,5.4286,2.4643,1.5714,0.1071,16.6429,7.59762,0.329677685,MEDIO
De'Marion Gordon,USC Upstate,ASun,27,39.8,90.2,25.9,47.3,52.96,3.6,8.4,26.6,29.5,45,56,0.804,39,85,0.459,21,64,0.328,0.4,3,37.6,0.668178,95.1533,3.2,12802,0.86885321,104.18,105.627,1.2668,82.0988,-3.65371,-1.77421,-1.8795,-1.67319,17.8519,-0.728308,-0.944886,0.5556,1.3333,1.8889,1.963,0.8889,0.0741,6.8889,8.03948,0.317003676,MEDIO
Earl Gee II,Longwood,ind,17,6.1,99.9,28.6,44.4,52.75,3,8.8,28.3,19.4,12,15,0.8,12,24,0.5,0,3,0,0,4,55.6,0.316171,107.736,6.1,12839,1.28557551,102.137,108.722,0.236362,13.9196,-5.00802,-1.18176,-3.82626,-1.03989,3.8824,-0.276757,-0.763135,0.1176,0.2941,0.4118,0.5294,0.2941,0,2.1176,2.39279,0.166666667,BAJO
Rashad  Hassan,Savannah St.,ind,24,52.4,99.4,19.9,56.1,58.54,7.3,12.4,12.6,24.6,29,40,0.725,78,138,0.565,0,1,0,3.1,1.6,28.8,0.969091,97.0517,3.5,12851,0.5476,98.7737,101.115,1.90654,88.9746,-0.768654,-1.97629,1.20764,-0.88994,21.9583,-1.10197,0.212033,1.3333,2.0833,3.4167,0.9583,0.5833,0.5833,7.7083,0.116577,0.188405797,BAJO
Chad DeWitt,Winthrop,BSth,5,4.7,49.3,16.9,23.1,23.08,2,19.4,14.1,32.9,0,0,0,3,8,0.375,0,5,0,0,1.1,0,-1.43178,45.8185,5.1,12866,0.80000001,102.462,103.505,0.847647,9.6219,-10.902,-9.90444,-0.997549,-15.3427,11,-12.4899,-2.85281,0.2,1.8,2,0.8,0.2,0,1.2,5.56827,0.125,BAJO
Rob Wilson,Wisconsin,B10,28,12.5,78.5,20.7,40,50.15,3.1,11.8,4.9,33.1,18,25,0.72,6,16,0.375,4,14,0.286,1.4,1.6,83.3,-0.0106316,83.7472,3.6,12900,0.23538133,99.6993,95.5762,0.627772,25.4775,-4.09526,-4.59104,0.495782,-5.06695,6,-4.75342,-0.313525,0.1429,0.5,0.6429,0.1429,0.1429,0.0714,1.5,5.67143,0.267857143,BAJO
Junior Ajayi,Kennesaw St.,ASun,16,9.3,84.3,12.4,38.9,42.71,5.1,13.9,6,23.9,3,4,0.75,4,9,0.444,2,9,0.222,3.2,2.4,22.2,-0.253199,73.148,5.7,12904,0.6,105.083,107.574,0.425668,18.3485,-6.70879,-5.67594,-1.03285,-7.77607,6.5625,-6.18037,-1.5957,0.3125,0.6875,1,0.1875,0.25,0.1875,1.0625,5.37782,0.259259259,BAJO
Teddy Schickel,NJIT,ind,30,35.9,55.6,14.5,30.8,33.47,1.9,8.5,15.4,39,8,13,0.615,18,53,0.34,3,20,0.15,0.8,3.4,17.8,-1.85563,48.2155,4.5,12915,0.64285714,100.661,105.728,1.0572,80.5673,-10.36,-9.94716,-0.412872,-10.2114,14.8333,-10.2914,0.0800164,0.2667,1.0667,1.3333,0.9,0.8333,0.1,1.7667,2.68832,0.188207547,BAJO
Spencer Dixon,Kennesaw St.,ASun,28,75.6,79.9,21.8,35.6,39.23,5.1,11.2,20.2,25,43,69,0.623,39,136,0.287,31,104,0.298,0.3,3.4,28.7,-0.515246,79.3596,2.7,13028,1.04052367,105.763,110.888,1.61471,144.384,-5.69564,-3.92136,-1.77428,-5.99301,30.3929,-4.03677,-1.95624,1.4286,2.5714,4,2.75,1.6429,0.0714,7.6429,7.64466,0.244626697,BAJO
Zadrian Gibson,Kennesaw St.,ASun,25,42.6,94.2,14.3,52.3,52.09,9.2,18.3,4.3,23.8,13,27,0.481,44,83,0.53,1,4,0.25,7.6,1.3,31,-0.00301679,84.2213,4.6,13040,0.34615387,103.925,108.667,1.16431,87.854,-4.23821,-5.20929,0.971075,-5.08425,19.16,-4.09233,-0.99192,1.64,2.64,4.28,0.36,0.4,1.32,4.16,0.521792,0.301706827,MEDIO
Kurtis Woods,Kennesaw St.,ASun,28,72.4,86.9,23.7,44.3,46.23,4.1,8.3,11.3,22.4,33,50,0.66,54,128,0.422,50,163,0.307,0.5,1.5,17.2,0.400133,88.2512,2.3,13050,0.53621722,110.908,116.282,1.0028,106.789,-7.72985,-3.2909,-4.43895,-6.51875,29.0714,-2.20166,-4.31709,1.1071,1.8214,2.9286,1.3214,0.7143,0.1429,10.3929,12.5111,0.293999233,MEDIO
Tyray Petty,Utah Valley,ind,26,50.8,94.1,21.5,50.7,53.41,9.2,15.9,9.5,26.4,32,49,0.653,44,91,0.484,16,43,0.372,2.1,1.8,36.6,0.537611,91.8918,4.7,13122,0.5,98.7533,102.119,1.70042,95.6708,-1.92838,-2.43123,0.502843,-3.29662,20.8077,-2.69227,-0.604354,1.3846,2.8462,4.2308,0.9231,0.5769,0.3846,6.4615,4.92051,0.347218673,MEDIO
Chris Birrell,Bryant,ind,27,68.7,88,17.6,47.1,48.53,2.2,13.1,27.7,29,21,36,0.583,21,45,0.467,35,111,0.315,2.1,4,23.1,-0.0619053,83.6626,3,13130,1.4843487,104.642,108.313,1.83305,149.652,-1.66892,-1.41106,-0.257857,-2.14357,29.5185,-2.39239,0.248819,0.5556,3.037,3.5926,3.5185,1.8519,0.4815,6.2222,8.8267,0.313213213,MEDIO
Dewayne Wright Jr.,Eastern Illinois,OVC,26,17,73.6,21.6,32.7,38.15,3.3,5,13.4,26,13,21,0.619,7,35,0.2,6,14,0.429,0,3,42.9,-0.321288,71.6024,5,13161,0.76475985,106.237,106.566,0.499808,31.07,-8.72022,-6.59192,-2.1283,-8.41198,7.3462,-7.00114,-1.41084,0.1923,0.3077,0.5,0.5,0.3462,0,1.7308,4.61566,0.280952381,MEDIO
David Diakite,UCF,CUSA,5,5.9,65.5,19.6,23.1,31.84,13.6,16.6,7.4,34.2,5,9,0.556,3,11,0.273,0,2,0,3.4,2.5,69.2,-0.970373,64.5735,1.7,13191,0.37500001,100.488,99.3663,1.3255,14.2416,-4.59643,-6.23256,1.63613,-3.39874,14.2,-3.50789,0.109148,1.6,2,3.6,0.6,0.6,0.4,2.2,1.67209,0.090909091,BAJO
Douglas Davis,Princeton,Ivy,26,76.9,101.5,23,53.3,54.94,1.5,7.1,11.4,15.4,29,38,0.763,73,140,0.521,49,135,0.363,0.6,1.9,13.8,1.96849,102.72,2.9,13192,0.76191659,99.9877,105.961,2.16621,111.236,-1.79957,0.555622,-2.35519,-0.45783,31.0385,1.04472,-1.50255,0.3462,1.7692,2.1154,1.2308,0.8846,0.1538,12.3846,11.3566,0.355291005,MEDIO
Robbie Harman,Central Michigan,MAC,31,80.9,101.1,21.2,48.2,51.19,1.2,7,21.6,20.8,52,69,0.754,43,101,0.426,72,212,0.34,0.1,2.8,22,2.03161,102.366,3.9,13240,1.30556279,102.933,107.046,2.1576,153.719,-0.30667,1.78914,-2.09581,-0.182531,32.871,0.731221,-0.913752,0.3226,1.7097,2.0323,3.0323,1.4516,0.0323,11.4194,12.996,0.311725512,MEDIO
Aamir McCleary,SIU Edwardsville,ind,15,72,80.9,22.4,41.8,46.44,2.3,11.9,28.9,28.1,25,31,0.806,39,93,0.419,8,29,0.276,0,2.3,25.4,-0.141052,82.8555,3.9,13307,1.10002093,106.029,104.927,2.13262,79.1689,-3.46349,-3.45681,-0.0066795,-4.75516,28.8,-3.90814,-0.847016,0.6,3.1333,3.7333,3.6667,1.2,0,8.4667,3.64905,0.277715981,BAJO
Hamady Ndiaye,Rutgers,BE,32,58.1,100.4,14.1,58.7,61.08,8.4,19.2,3.6,27.5,51,79,0.646,64,108,0.593,0,1,0,8.9,1.2,72.5,0.83073,94.5626,4.8,13308,0.27079999,95.7114,90.9411,2.81984,152.509,3.30211,-2.178,5.48011,2.15963,23.3438,-1.79889,3.95852,1.6875,4.125,5.8125,0.4062,0.4688,2.2188,5.5938,0.0840611,0.197530864,BAJO
Brett McKnight,Akron,MAC,35,52.7,98.8,30.3,48.5,51.87,7.5,12.9,14.1,18.6,79,115,0.687,119,241,0.494,27,88,0.307,1,1.7,35,2.03986,112.18,5.4,13343,0.55880388,93.6552,95.3044,2.2627,132.96,0.250931,0.365382,-0.114451,1.00134,21.2857,1.11606,-0.114716,1.3429,2.2571,3.6,1.0857,0.6,0.1714,11.3714,7.27488,0.318001069,MEDIO
C.J. Reed,Bethune Cookman,MEAC,30,91.6,90.8,28.7,40.8,45.81,1.6,9,29.4,21.8,105,144,0.729,102,257,0.397,48,169,0.284,0.2,2.1,33.8,1.47404,95.8557,2,13378,1.09176231,95.8956,103.179,2.93667,174.708,-2.1424,-0.981709,-1.16069,-1.28822,37.2667,-0.112787,-1.17544,0.5,2.6,3.1,3.9667,1.2,0.0667,15.1,9.71955,0.274307554,BAJO
Kyle Marks,Florida Gulf Coast,ASun,30,59,90.4,22.4,50,51.82,6.9,20.5,7.1,21.5,61,107,0.57,114,226,0.504,0,2,0,8.1,1.5,46.9,0.59304,91.5087,5.9,13397,0.31146414,96.6272,98.4559,2.2775,165.265,-2.09559,-4.56713,2.47154,-2.41089,23.6,-3.06996,0.659065,1.4667,4.5,5.9667,0.6333,0.6333,1.6667,9.6333,0.157701,0.168141593,BAJO
Stephen Jones,SIU Edwardsville,ind,10,24.8,93.6,9.8,50,52.4,2.9,8.8,8.1,22.3,3,4,0.75,3,6,0.5,5,15,0.333,0,1.1,19,-0.292619,78.6073,3.5,13400,1,109.845,108.759,0.905195,22.3679,-2.90303,-2.51807,-0.384963,-5.33307,14.9,-3.88057,-1.4525,0.4,1.2,1.6,0.6,0.3,0,2.4,5.47967,0.333333333,MEDIO
Denykco Bowles,SIU Edwardsville,ind,15,32.5,95.7,11.7,65.5,65.55,5,9,3.4,30.9,5,8,0.625,16,26,0.615,2,3,0.667,0.5,1.7,27.6,-0.0348596,83.4942,4.9,13405,0.23076036,108.083,106.96,0.870942,32.2569,-3.00872,-3.43142,0.422699,-3.09955,13,-3.2682,0.168643,0.6,1.0667,1.6667,0.2,0.4,0.0667,2.8667,0.836282,0.538461538,MEDIO
Dominique Lacy,UNC Wilmington,CAA,32,62.2,85.4,25.7,45.3,48.47,7.8,19,7.3,23.1,73,119,0.613,103,225,0.458,18,62,0.29,2.3,1.3,41.5,0.610158,91.3309,5.3,13412,0.32183315,111.761,111.42,1.28244,153.951,-6.78976,-4.48927,-2.30049,-7.78093,25.2812,-4.54149,-3.23944,1.9062,4,5.9062,0.875,0.5938,0.5625,10.4062,4.22967,0.297753883,MEDIO
Trey Harmon,Cleveland St.,Horz,24,29.9,98.2,16.8,46.3,52.43,1.7,5.7,8.8,20.7,32,41,0.78,9,23,0.391,23,71,0.324,0.3,2.4,43.6,0.627874,94.9368,3.5,13425,0.78263592,98.1403,96.8465,1.73126,60.4672,-0.00376899,0.079553,-0.083322,0.0883368,16.9583,-0.716486,0.804822,0.25,0.7917,1.0417,0.75,0.6667,0.0417,4.9583,10.7316,0.292406614,MEDIO
Derrick O'Neil,Florida Gulf Coast,ASun,30,68.9,91.3,22.3,42.5,47.16,11.4,17.4,20.4,22.7,78,127,0.614,92,217,0.424,3,10,0.3,2.2,3.1,55.9,0.770045,92.3171,4.1,13428,0.96000004,97.1165,98.9545,2.61261,189.771,1.01623,-0.949587,1.96582,-0.0480104,27.5667,-0.649196,0.601186,2.8333,4.4667,7.3,2.4,1.5333,0.5333,9.0333,0.675208,0.291321045,MEDIO
LaMarcus Reed III,UT Arlington,Slnd,25,21.7,97.2,19.2,52.2,55.71,4,19.4,4.8,22.5,16,21,0.762,30,58,0.517,4,11,0.364,1,1,30.4,0.329483,94.426,4.6,13515,0.33333331,105.094,107.034,0.623758,43.8624,-5.96474,-3.1691,-2.79564,-4.22829,9.44,-1.99255,-2.23574,0.32,1.64,1.96,0.24,0.16,0.08,3.52,2.62608,0.354231975,MEDIO
Latreze Mushatt,UMKC,Sum,30,71.9,89.1,21.5,40.6,43.11,7.5,15.9,8.6,16,45,75,0.6,93,227,0.41,16,61,0.262,1.1,2.4,26,0.509335,89.373,3.2,13519,0.65998681,107.648,106.879,1.93399,152.92,-3.06974,-1.92009,-1.14964,-2.8164,28.8667,-1.36377,-1.45263,1.9333,3.5667,5.5,1.1,1.1667,0.3,9.3,4.21467,0.267711418,BAJO
Tyshawn  Taylor,Kansas,B12,35,66,104.8,19.8,55.7,59.26,1.5,7.3,20.6,25.8,76,105,0.724,96,171,0.561,24,66,0.364,0.9,2.4,44.3,2.28533,109.195,3.5,13567,1.25301504,97.398,91.6283,3.17557,160.28,4.22839,2.23002,1.99837,3.92674,26.5143,1.36197,2.56477,0.3143,1.8571,2.1714,2.9714,1.0857,0.2286,9.7143,4.07712,0.368952685,MEDIO
Jonathan Anderson,Green Bay,Horz,5,0.7,106.8,17.9,75,75,0,0,23,38.1,0,0,0,0,1,0,1,1,1,0,0,0,0.101126,100.457,0,13624,1,113.121,119.765,0.040609,0.778351,-11.2408,-2.37994,-8.86091,-1.61464,1.8,3.55395,-5.1686,0,0,0,0.2,0,0,0.6,7.00476,0.5,MEDIO
Ibrahima Thomas,Oklahoma St.,B12,7,10.2,95.6,21.9,51,49.57,7.2,13.8,4.1,14.1,8,20,0.4,22,42,0.524,2,7,0.286,5.9,0.8,40.8,1.08441,99.4584,7.8,13694,0.37501095,102.666,98.4945,1.98248,27.4785,-0.0780654,-1.2155,1.13744,-1.91269,20.5714,-2.3159,0.403202,1.2857,2.5714,3.8571,0.4286,0.2857,1.1429,8.2857,2.70165,0.317460317,MEDIO
Jordan DeMercy,Florida St.,ACC,35,48.8,81.4,13.9,42.8,45.06,3.7,10.7,16.6,34.7,18,31,0.581,28,61,0.459,11,43,0.256,1.9,2.3,29.8,-0.515922,76.6492,4.1,13700,1.07143751,96.7404,90.4668,2.42462,123.581,1.44797,-1.55807,3.00604,0.377836,19.6571,-2.58359,2.96142,0.6,1.9714,2.5714,1.7143,0.7714,0.3429,3.0571,3.68686,0.280912441,MEDIO
Mark Yelovich,SIU Edwardsville,ind,13,62.8,92.6,21.6,47.8,50.28,2.6,13,6.6,13.3,23,34,0.676,33,85,0.388,22,53,0.415,3,2,24.6,0.911714,93.327,3.7,13737,0.49996753,104.617,103.551,2.2859,73.7126,-0.679262,-1.36039,0.681128,0.530062,29,0.177134,0.352928,0.6923,3.4615,4.1538,0.7692,1.0769,1,11.9231,7.64594,0.336958935,MEDIO
Justin Leemow,South Florida,BE,31,39,72.8,11.3,30.3,31.39,1.4,7.7,15.3,24.4,5,11,0.455,2,18,0.111,14,58,0.241,0.2,2.4,14.5,-0.950175,66.6941,4,13758,1.76188375,104.038,98.4474,1.50422,74.7155,-1.797,-2.8333,1.0363,-3.94786,15.6452,-5.55629,1.60843,0.1935,1.0645,1.2581,1.1935,0.5806,0.0323,1.6452,7.59748,0.157726692,BAJO
Jonathan Ntoko,Hampton,MEAC,27,24.8,94.4,10.5,48.9,50.26,7.8,12.3,5.9,26,6,10,0.6,8,16,0.5,9,28,0.321,1.9,1.8,22.7,-0.214043,78.8474,4.7,13778,0.57145614,91.5373,97.4333,1.13878,55.951,-1.21382,-3.3629,2.14908,-2.73729,11.5926,-4.01303,1.27574,0.8148,1.2222,2.037,0.2963,0.3333,0.1852,1.8148,5.49457,0.327380952,MEDIO
LeKendric Longmire,Oregon,P10,30,58.4,102.1,20.8,49,51.96,5.7,13.3,8,15.2,49,69,0.71,85,192,0.443,26,61,0.426,1,2.6,27.3,2.06852,108.969,4.4,13785,0.60001501,109.703,100.857,2.1278,124.743,1.28051,1.40641,-0.125893,1.7932,24.3333,1.63634,0.156863,1.2667,2.4333,3.7,0.8,1.1,0.2333,9.9,4.83858,0.360684199,MEDIO
Dwight Gentry II,UT Arlington,Slnd,16,9.2,110.4,20.5,50,52.83,5.9,10.1,24.6,16.5,9,15,0.6,7,13,0.538,4,13,0.308,0,3.4,57.7,0.540021,109.167,4,13856,2.33333333,104.024,107.38,0.409611,19.4376,1.61111,3.40997,-1.79885,2.59113,6.25,2.48526,0.105867,0.3125,0.5625,0.875,0.875,0.375,0,2.1875,7.32032,0.333333333,MEDIO
Billy Robinson Jr.,Longwood,ind,27,50.2,98.7,17,50,53.42,6.9,14.9,5.6,19.3,35,49,0.714,71,129,0.55,2,19,0.105,1.6,1.4,33.1,0.430899,90.4529,4,13865,0.47057889,105.212,111.682,1.02192,96.1194,-6.00041,-2.99639,-3.00402,-5.73164,20.0741,-2.66875,-3.06289,1.4074,2.5926,4,0.5926,0.5185,0.3333,6.7778,1.89054,0.236094111,BAJO
